gfx,cu_num,M,N,K,libtype,kernelId,splitK,us,kernelName,tflops,bw,errRatio
gfx950,256,16,128,7168,asm,6,7,6.1485,_ZN5aiter42fp8gemm_bf16_blockscale_BpreShuffle_32x128E,4.78,168.54,0.0073
gfx950,256,32,128,7168,asm,7,8,6.3047,_ZN5aiter42fp8gemm_bf16_blockscale_BpreShuffle_32x128E,9.31,183.21,0.0012
gfx950,256,48,128,7168,asm,6,7,6.5243,_ZN5aiter42fp8gemm_bf16_blockscale_BpreShuffle_32x128E,13.5,195.25,0.0073
gfx950,256,64,128,7168,asm,7,8,6.337,_ZN5aiter42fp8gemm_bf16_blockscale_BpreShuffle_32x128E,18.53,219.76,0.0098
gfx950,256,80,128,7168,asm,7,8,8.0249,_ZN5aiter42fp8gemm_bf16_blockscale_BpreShuffle_32x128E,18.29,188.34,0.0045
gfx950,256,96,128,7168,asm,15,8,8.8365,_ZN5aiter42fp8gemm_bf16_blockscale_BpreShuffle_48x128E,19.94,184.49,0.0107
gfx950,256,112,128,7168,asm,6,7,7.6026,_ZN5aiter42fp8gemm_bf16_blockscale_BpreShuffle_32x128E,27.03,230.05,0.0042
gfx950,256,128,128,7168,asm,6,7,8.8728,_ZN5aiter42fp8gemm_bf16_blockscale_BpreShuffle_32x128E,26.47,210.51,0.0092
gfx950,256,144,128,7168,asm,7,8,8.0541,_ZN5aiter42fp8gemm_bf16_blockscale_BpreShuffle_32x128E,32.81,246.65,0.0111
gfx950,256,160,128,7168,asm,7,8,8.4521,_ZN5aiter42fp8gemm_bf16_blockscale_BpreShuffle_32x128E,34.74,249.09,0.0076
gfx950,256,176,128,7168,asm,23,8,7.9649,_ZN5aiter42fp8gemm_bf16_blockscale_BpreShuffle_64x128E,40.55,279.24,0.0048
gfx950,256,192,128,7168,asm,7,8,8.7548,_ZN5aiter42fp8gemm_bf16_blockscale_BpreShuffle_32x128E,40.24,267.61,0.0093
gfx950,256,208,128,7168,asm,7,8,7.5139,_ZN5aiter42fp8gemm_bf16_blockscale_BpreShuffle_32x128E,50.8,327.62,0.0117
gfx950,256,224,128,7168,asm,30,7,9.2902,_ZN5aiter42fp8gemm_bf16_blockscale_BpreShuffle_80x128E,44.24,277.76,0.0085
gfx950,256,240,128,7168,asm,7,8,9.2722,_ZN5aiter42fp8gemm_bf16_blockscale_BpreShuffle_32x128E,47.5,291.11,0.0119
gfx950,256,256,128,7168,asm,15,8,9.4713,_ZN5aiter42fp8gemm_bf16_blockscale_BpreShuffle_48x128E,49.6,297.54,0.0047
gfx950,256,288,128,7168,asm,15,8,8.3144,_ZN5aiter42fp8gemm_bf16_blockscale_BpreShuffle_48x128E,63.56,367.51,0.0025
gfx950,256,320,128,7168,asm,7,8,9.8117,_ZN5aiter42fp8gemm_bf16_blockscale_BpreShuffle_32x128E,59.85,335.64,0.0078
gfx950,256,352,128,7168,asm,7,8,9.4965,_ZN5aiter42fp8gemm_bf16_blockscale_BpreShuffle_32x128E,68.02,371.8,0.0046
gfx950,256,384,128,7168,asm,7,8,10.0883,_ZN5aiter42fp8gemm_bf16_blockscale_BpreShuffle_32x128E,69.85,373.53,0.0139
gfx950,256,416,128,7168,asm,7,8,10.1166,_ZN5aiter42fp8gemm_bf16_blockscale_BpreShuffle_32x128E,75.46,395.97,0.0081
gfx950,256,448,128,7168,asm,5,6,10.0989,_ZN5aiter42fp8gemm_bf16_blockscale_BpreShuffle_32x128E,81.4,420.19,0.0065
gfx950,256,480,128,7168,asm,31,8,9.5986,_ZN5aiter42fp8gemm_bf16_blockscale_BpreShuffle_80x128E,91.76,466.84,0.0125
gfx950,256,512,128,7168,asm,7,8,10.208,_ZN5aiter42fp8gemm_bf16_blockscale_BpreShuffle_32x128E,92.04,462.24,0.0076
gfx950,256,544,128,7168,asm,7,8,9.4877,_ZN5aiter42fp8gemm_bf16_blockscale_BpreShuffle_32x128E,105.21,522.38,0.0042
gfx950,256,576,128,7168,asm,7,8,9.4869,_ZN5aiter42fp8gemm_bf16_blockscale_BpreShuffle_32x128E,111.41,547.46,0.0102
gfx950,256,608,128,7168,asm,7,8,10.3885,_ZN5aiter42fp8gemm_bf16_blockscale_BpreShuffle_32x128E,107.4,522.82,0.0071
gfx950,256,640,128,7168,asm,7,8,9.5917,_ZN5aiter42fp8gemm_bf16_blockscale_BpreShuffle_32x128E,122.44,591.02,0.0014
gfx950,256,672,128,7168,asm,7,8,9.8577,_ZN5aiter42fp8gemm_bf16_blockscale_BpreShuffle_32x128E,125.09,599.17,0.005
gfx950,256,704,128,7168,asm,7,8,10.3689,_ZN5aiter42fp8gemm_bf16_blockscale_BpreShuffle_32x128E,124.59,592.54,0.0098
gfx950,256,736,128,7168,asm,7,8,10.5103,_ZN5aiter42fp8gemm_bf16_blockscale_BpreShuffle_32x128E,128.5,607.17,0.0015
gfx950,256,768,128,7168,asm,15,8,10.7333,_ZN5aiter42fp8gemm_bf16_blockscale_BpreShuffle_48x128E,131.3,616.69,0.002
gfx950,256,800,128,7168,asm,15,8,10.554,_ZN5aiter42fp8gemm_bf16_blockscale_BpreShuffle_48x128E,139.09,649.68,0.0109
gfx950,256,832,128,7168,asm,7,8,9.7953,_ZN5aiter42fp8gemm_bf16_blockscale_BpreShuffle_32x128E,155.86,724.25,0.0094
gfx950,256,864,128,7168,asm,7,8,10.7375,_ZN5aiter42fp8gemm_bf16_blockscale_BpreShuffle_32x128E,147.66,682.83,0.0101
gfx950,256,896,128,7168,asm,7,8,10.8442,_ZN5aiter42fp8gemm_bf16_blockscale_BpreShuffle_32x128E,151.62,698.01,0.0089
gfx950,256,928,128,7168,asm,15,8,11.0012,_ZN5aiter42fp8gemm_bf16_blockscale_BpreShuffle_48x128E,154.79,709.65,0.0108
gfx950,256,960,128,7168,asm,7,8,10.8867,_ZN5aiter42fp8gemm_bf16_blockscale_BpreShuffle_32x128E,161.81,738.93,0.0155
gfx950,256,992,128,7168,asm,7,8,11.0077,_ZN5aiter42fp8gemm_bf16_blockscale_BpreShuffle_32x128E,165.37,752.39,0.0145
gfx950,256,1024,128,7168,asm,7,8,9.6737,_ZN5aiter42fp8gemm_bf16_blockscale_BpreShuffle_32x128E,194.24,880.71,0.013
gfx950,256,1088,128,7168,asm,15,8,10.5533,_ZN5aiter42fp8gemm_bf16_blockscale_BpreShuffle_48x128E,189.18,852.32,0.0056
gfx950,256,1152,128,7168,asm,15,8,11.1072,_ZN5aiter42fp8gemm_bf16_blockscale_BpreShuffle_48x128E,190.32,852.6,0.0109
gfx950,256,1216,128,7168,asm,15,8,11.6079,_ZN5aiter42fp8gemm_bf16_blockscale_BpreShuffle_48x128E,192.23,856.75,0.0121
gfx950,256,1280,128,7168,asm,31,8,10.9477,_ZN5aiter42fp8gemm_bf16_blockscale_BpreShuffle_80x128E,214.55,951.82,0.0098
gfx950,256,1344,128,7168,asm,39,8,10.7369,_ZN5aiter42fp8gemm_bf16_blockscale_BpreShuffle_96x128E,229.7,1014.76,0.0017
gfx950,256,1408,128,7168,asm,15,8,10.2201,_ZN5aiter42fp8gemm_bf16_blockscale_BpreShuffle_48x128E,252.8,1112.56,0.009
gfx950,256,1472,128,7168,asm,14,7,11.8021,_ZN5aiter42fp8gemm_bf16_blockscale_BpreShuffle_48x128E,228.87,1003.69,0.0082
gfx950,256,1536,128,7168,asm,15,8,10.5213,_ZN5aiter42fp8gemm_bf16_blockscale_BpreShuffle_48x128E,267.89,1171.03,0.0109
gfx950,256,1600,128,7168,asm,22,7,12.0077,_ZN5aiter42fp8gemm_bf16_blockscale_BpreShuffle_64x128E,244.51,1065.64,0.0032
gfx950,256,1664,128,7168,asm,14,7,12.3669,_ZN5aiter42fp8gemm_bf16_blockscale_BpreShuffle_48x128E,246.91,1073.11,0.0067
gfx950,256,1728,128,7168,asm,31,8,12.5593,_ZN5aiter42fp8gemm_bf16_blockscale_BpreShuffle_80x128E,252.47,1094.5,0.0063
gfx950,256,1792,128,7168,asm,21,6,12.5025,_ZN5aiter42fp8gemm_bf16_blockscale_BpreShuffle_64x128E,263.01,1137.48,0.0064
gfx950,256,1856,128,7168,asm,13,6,12.1277,_ZN5aiter42fp8gemm_bf16_blockscale_BpreShuffle_48x128E,280.83,1211.81,0.0011
gfx950,256,1920,128,7168,asm,22,7,12.0941,_ZN5aiter42fp8gemm_bf16_blockscale_BpreShuffle_64x128E,291.32,1254.46,0.0058
gfx950,256,1984,128,7168,asm,29,6,12.2402,_ZN5aiter42fp8gemm_bf16_blockscale_BpreShuffle_80x128E,297.43,1278.31,0.0057
gfx950,256,2048,128,7168,asm,31,8,11.5875,_ZN5aiter42fp8gemm_bf16_blockscale_BpreShuffle_80x128E,324.32,1391.31,0.0105
gfx950,256,4096,128,7168,asm,18,3,16.9007,_ZN5aiter42fp8gemm_bf16_blockscale_BpreShuffle_64x128E,444.73,1853.55,0.0002
gfx950,256,8192,128,7168,ck,17,1,22.7549,a8w8_blockscale_bpreshuffle_1x128x128_256x64x64x256_16x16_16x16_16x16x1_16x16x1_1x32x1x8_8_2x1_intrawave_v1,660.62,2713.04,0.0
gfx950,256,16384,128,7168,asm,16,1,36.8278,_ZN5aiter42fp8gemm_bf16_blockscale_BpreShuffle_64x128E,816.36,3327.71,0.0
gfx950,256,32768,128,7168,asm,40,1,57.9434,_ZN5aiter43fp8gemm_bf16_blockscale_BpreShuffle_128x128E,1037.73,4214.24,0.0
gfx950,256,16,2112,7168,ck,7,3,17.369,a8w8_blockscale_bpreshuffle_1x128x128_256x16x64x256_16x16_16x16_16x16x1_16x16x1_1x16x1x16_4_1x1_intrawave_v1,27.89,882.09,0.0
gfx950,256,32,2112,7168,ck,7,1,17.1099,a8w8_blockscale_bpreshuffle_1x128x128_256x16x64x256_16x16_16x16_16x16x1_16x16x1_1x16x1x16_4_1x1_intrawave_v1,56.63,906.1,0.0
gfx950,256,48,2112,7168,ck,7,3,17.0967,a8w8_blockscale_bpreshuffle_1x128x128_256x16x64x256_16x16_16x16_16x16x1_16x16x1_1x16x1x16_4_1x1_intrawave_v1,85.01,917.47,0.0
gfx950,256,64,2112,7168,ck,7,1,16.6867,a8w8_blockscale_bpreshuffle_1x128x128_256x16x64x256_16x16_16x16_16x16x1_16x16x1_1x16x1x16_4_1x1_intrawave_v1,116.13,950.93,0.0
gfx950,256,80,2112,7168,ck,7,1,17.0679,a8w8_blockscale_bpreshuffle_1x128x128_256x16x64x256_16x16_16x16_16x16x1_16x16x1_1x16x1x16_4_1x1_intrawave_v1,141.92,940.37,0.0
gfx950,256,96,2112,7168,ck,7,2,16.9001,a8w8_blockscale_bpreshuffle_1x128x128_256x16x64x256_16x16_16x16_16x16x1_16x16x1_1x16x1x16_4_1x1_intrawave_v1,171.99,960.49,0.0
gfx950,256,112,2112,7168,ck,7,1,16.7774,a8w8_blockscale_bpreshuffle_1x128x128_256x16x64x256_16x16_16x16_16x16x1_16x16x1_1x16x1x16_4_1x1_intrawave_v1,202.12,978.38,0.0
gfx950,256,128,2112,7168,ck,7,1,16.8979,a8w8_blockscale_bpreshuffle_1x128x128_256x16x64x256_16x16_16x16_16x16x1_16x16x1_1x16x1x16_4_1x1_intrawave_v1,229.35,982.19,0.0
gfx950,256,144,2112,7168,ck,7,0,17.4362,a8w8_blockscale_bpreshuffle_1x128x128_256x16x64x256_16x16_16x16_16x16x1_16x16x1_1x16x1x16_4_1x1_intrawave_v1,250.05,962.32,0.0
gfx950,256,160,2112,7168,ck,12,3,18.1582,a8w8_blockscale_bpreshuffle_1x128x128_256x32x64x256_16x16_16x16_16x16x1_16x16x1_1x32x1x8_8_2x1_intrawave_v1,266.79,934.1,0.0
gfx950,256,176,2112,7168,ck,7,2,19.2838,a8w8_blockscale_bpreshuffle_1x128x128_256x16x64x256_16x16_16x16_16x16x1_16x16x1_1x16x1x16_4_1x1_intrawave_v1,276.34,889.03,0.0
gfx950,256,192,2112,7168,ck,12,2,18.0709,a8w8_blockscale_bpreshuffle_1x128x128_256x32x64x256_16x16_16x16_16x16x1_16x16x1_1x32x1x8_8_2x1_intrawave_v1,321.69,958.78,0.0
gfx950,256,208,2112,7168,ck,7,2,19.4853,a8w8_blockscale_bpreshuffle_1x128x128_256x16x64x256_16x16_16x16_16x16x1_16x16x1_1x16x1x16_4_1x1_intrawave_v1,323.21,898.54,0.0
gfx950,256,224,2112,7168,ck,12,1,18.1425,a8w8_blockscale_bpreshuffle_1x128x128_256x32x64x256_16x16_16x16_16x16x1_16x16x1_1x32x1x8_8_2x1_intrawave_v1,373.83,975.09,0.0
gfx950,256,240,2112,7168,ck,7,1,20.222,a8w8_blockscale_bpreshuffle_1x128x128_256x16x64x256_16x16_16x16_16x16x1_16x16x1_1x16x1x16_4_1x1_intrawave_v1,359.34,883.83,0.0
gfx950,256,256,2112,7168,ck,12,3,19.3304,a8w8_blockscale_bpreshuffle_1x128x128_256x32x64x256_16x16_16x16_16x16x1_16x16x1_1x32x1x8_8_2x1_intrawave_v1,400.98,934.03,0.0
gfx950,256,288,2112,7168,ck,12,0,19.761,a8w8_blockscale_bpreshuffle_1x128x128_256x32x64x256_16x16_16x16_16x16x1_16x16x1_1x32x1x8_8_2x1_intrawave_v1,441.27,932.12,0.0
gfx950,256,320,2112,7168,ck,17,1,21.3295,a8w8_blockscale_bpreshuffle_1x128x128_256x64x64x256_16x16_16x16_16x16x1_16x16x1_1x32x1x8_8_2x1_intrawave_v1,454.25,880.67,0.0
gfx950,256,352,2112,7168,ck,17,0,22.1299,a8w8_blockscale_bpreshuffle_1x128x128_256x64x64x256_16x16_16x16_16x16x1_16x16x1_1x32x1x8_8_2x1_intrawave_v1,481.6,865.29,0.0
gfx950,256,384,2112,7168,ck,17,3,21.2294,a8w8_blockscale_bpreshuffle_1x128x128_256x64x64x256_16x16_16x16_16x16x1_16x16x1_1x32x1x8_8_2x1_intrawave_v1,547.67,919.17,0.0
gfx950,256,416,2112,7168,ck,17,2,22.3197,a8w8_blockscale_bpreshuffle_1x128x128_256x64x64x256_16x16_16x16_16x16x1_16x16x1_1x32x1x8_8_2x1_intrawave_v1,564.32,890.6,0.0
gfx950,256,448,2112,7168,ck,17,3,21.3596,a8w8_blockscale_bpreshuffle_1x128x128_256x64x64x256_16x16_16x16_16x16x1_16x16x1_1x32x1x8_8_2x1_intrawave_v1,635.05,947.7,0.0
gfx950,256,480,2112,7168,ck,12,1,23.7782,a8w8_blockscale_bpreshuffle_1x128x128_256x32x64x256_16x16_16x16_16x16x1_16x16x1_1x32x1x8_8_2x1_intrawave_v1,611.2,866.63,0.0
gfx950,256,512,2112,7168,ck,17,1,28.0778,a8w8_blockscale_bpreshuffle_1x128x128_256x64x64x256_16x16_16x16_16x16x1_16x16x1_1x32x1x8_8_2x1_intrawave_v1,552.11,746.91,0.0
gfx950,256,544,2112,7168,ck,17,0,29.6478,a8w8_blockscale_bpreshuffle_1x128x128_256x64x64x256_16x16_16x16_16x16x1_16x16x1_1x32x1x8_8_2x1_intrawave_v1,555.56,719.65,0.0
gfx950,256,576,2112,7168,ck,17,0,28.8581,a8w8_blockscale_bpreshuffle_1x128x128_256x64x64x256_16x16_16x16_16x16x1_16x16x1_1x32x1x8_8_2x1_intrawave_v1,604.33,751.98,0.0
gfx950,256,608,2112,7168,ck,12,0,30.6611,a8w8_blockscale_bpreshuffle_1x128x128_256x32x64x256_16x16_16x16_16x16x1_16x16x1_1x32x1x8_8_2x1_intrawave_v1,600.4,719.65,0.0
gfx950,256,640,2112,7168,ck,10,2,30.8536,a8w8_blockscale_bpreshuffle_1x128x128_256x32x64x128_16x16_16x16_8x32x1_8x32x1_1x32x1x8_8_2x1_intrawave_v1,628.05,726.97,0.0201
gfx950,256,672,2112,7168,ck,17,0,32.1211,a8w8_blockscale_bpreshuffle_1x128x128_256x64x64x256_16x16_16x16_16x16x1_16x16x1_1x32x1x8_8_2x1_intrawave_v1,633.43,709.63,0.0
gfx950,256,704,2112,7168,ck,17,0,31.5718,a8w8_blockscale_bpreshuffle_1x128x128_256x64x64x256_16x16_16x16_16x16x1_16x16x1_1x32x1x8_8_2x1_intrawave_v1,675.14,733.53,0.0
gfx950,256,736,2112,7168,ck,17,1,31.4913,a8w8_blockscale_bpreshuffle_1x128x128_256x64x64x256_16x16_16x16_16x16x1_16x16x1_1x32x1x8_8_2x1_intrawave_v1,707.63,746.98,0.0
gfx950,256,768,2112,7168,ck,17,3,31.0549,a8w8_blockscale_bpreshuffle_1x128x128_256x64x64x256_16x16_16x16_16x16x1_16x16x1_1x32x1x8_8_2x1_intrawave_v1,748.78,769.21,0.0
gfx950,256,800,2112,7168,ck,17,3,32.8542,a8w8_blockscale_bpreshuffle_1x128x128_256x64x64x256_16x16_16x16_16x16x1_16x16x1_1x32x1x8_8_2x1_intrawave_v1,737.26,738.18,0.0
gfx950,256,832,2112,7168,ck,17,0,32.1611,a8w8_blockscale_bpreshuffle_1x128x128_256x64x64x256_16x16_16x16_16x16x1_16x16x1_1x32x1x8_8_2x1_intrawave_v1,783.28,765.43,0.0
gfx950,256,864,2112,7168,ck,17,0,33.1831,a8w8_blockscale_bpreshuffle_1x128x128_256x64x64x256_16x16_16x16_16x16x1_16x16x1_1x32x1x8_8_2x1_intrawave_v1,788.35,752.84,0.0
gfx950,256,896,2112,7168,ck,17,3,32.5403,a8w8_blockscale_bpreshuffle_1x128x128_256x64x64x256_16x16_16x16_16x16x1_16x16x1_1x32x1x8_8_2x1_intrawave_v1,833.7,778.91,0.0
gfx950,256,928,2112,7168,ck,17,1,34.0573,a8w8_blockscale_bpreshuffle_1x128x128_256x64x64x256_16x16_16x16_16x16x1_16x16x1_1x32x1x8_8_2x1_intrawave_v1,825.01,754.92,0.0
gfx950,256,960,2112,7168,ck,17,0,33.349,a8w8_blockscale_bpreshuffle_1x128x128_256x64x64x256_16x16_16x16_16x16x1_16x16x1_1x32x1x8_8_2x1_intrawave_v1,871.59,781.89,0.0
gfx950,256,992,2112,7168,ck,15,2,41.9166,a8w8_blockscale_bpreshuffle_1x128x128_256x64x64x128_16x16_16x16_8x32x1_8x32x1_1x32x1x8_8_2x1_intrawave_v1,716.55,630.77,0.0175
gfx950,256,1024,2112,7168,ck,15,2,41.7085,a8w8_blockscale_bpreshuffle_1x128x128_256x64x64x128_16x16_16x16_8x32x1_8x32x1_1x32x1x8_8_2x1_intrawave_v1,743.36,642.66,0.0022
gfx950,256,1088,2112,7168,ck,15,1,40.9809,a8w8_blockscale_bpreshuffle_1x128x128_256x64x64x128_16x16_16x16_8x32x1_8x32x1_1x32x1x8_8_2x1_intrawave_v1,803.84,671.86,0.0036
gfx950,256,1152,2112,7168,ck,15,0,40.8235,a8w8_blockscale_bpreshuffle_1x128x128_256x64x64x128_16x16_16x16_8x32x1_8x32x1_1x32x1x8_8_2x1_intrawave_v1,854.41,692.31,0.0036
gfx950,256,1216,2112,7168,ck,15,3,42.2342,a8w8_blockscale_bpreshuffle_1x128x128_256x64x64x128_16x16_16x16_8x32x1_8x32x1_1x32x1x8_8_2x1_intrawave_v1,871.75,686.45,0.0044
gfx950,256,1280,2112,7168,ck,15,1,43.6734,a8w8_blockscale_bpreshuffle_1x128x128_256x64x64x128_16x16_16x16_8x32x1_8x32x1_1x32x1x8_8_2x1_intrawave_v1,887.39,680.52,0.0042
gfx950,256,1344,2112,7168,ck,15,1,45.0358,a8w8_blockscale_bpreshuffle_1x128x128_256x64x64x128_16x16_16x16_8x32x1_8x32x1_1x32x1x8_8_2x1_intrawave_v1,903.57,676.12,0.0055
gfx950,256,1408,2112,7168,ck,15,0,46.1981,a8w8_blockscale_bpreshuffle_1x128x128_256x64x64x128_16x16_16x16_8x32x1_8x32x1_1x32x1x8_8_2x1_intrawave_v1,922.78,674.89,0.0058
gfx950,256,1472,2112,7168,ck,15,0,46.921,a8w8_blockscale_bpreshuffle_1x128x128_256x64x64x128_16x16_16x16_8x32x1_8x32x1_1x32x1x8_8_2x1_intrawave_v1,949.87,680.03,0.0064
gfx950,256,1536,2112,7168,ck,17,0,55.8902,a8w8_blockscale_bpreshuffle_1x128x128_256x64x64x256_16x16_16x16_16x16x1_16x16x1_1x32x1x8_8_2x1_intrawave_v1,832.1,583.95,0.0
gfx950,256,1600,2112,7168,ck,15,2,56.4283,a8w8_blockscale_bpreshuffle_1x128x128_256x64x64x128_16x16_16x16_8x32x1_8x32x1_1x32x1x8_8_2x1_intrawave_v1,858.51,591.3,0.0067
gfx950,256,1664,2112,7168,ck,2,2,57.368,a8w8_blockscale_bpreshuffle_1x128x128_256x64x64x128_16x16_16x16_8x32x1_8x32x1_1x32x1x8_8_2x1_intrawave_v3,878.22,594.32,0.0004
gfx950,256,1728,2112,7168,ck,15,1,57.7674,a8w8_blockscale_bpreshuffle_1x128x128_256x64x64x128_16x16_16x16_8x32x1_8x32x1_1x32x1x8_8_2x1_intrawave_v1,905.7,602.83,0.0078
gfx950,256,1792,2112,7168,ck,2,1,59.3469,a8w8_blockscale_bpreshuffle_1x128x128_256x64x64x128_16x16_16x16_8x32x1_8x32x1_1x32x1x8_8_2x1_intrawave_v3,914.24,599.08,0.0006
gfx950,256,1856,2112,7168,ck,15,3,60.2407,a8w8_blockscale_bpreshuffle_1x128x128_256x64x64x128_16x16_16x16_8x32x1_8x32x1_1x32x1x8_8_2x1_intrawave_v1,932.85,602.29,0.0081
gfx950,256,1920,2112,7168,ck,15,1,62.5154,a8w8_blockscale_bpreshuffle_1x128x128_256x64x64x128_16x16_16x16_8x32x1_8x32x1_1x32x1x8_8_2x1_intrawave_v1,929.9,592.04,0.008
gfx950,256,1984,2112,7168,ck,15,3,64.5853,a8w8_blockscale_bpreshuffle_1x128x128_256x64x64x128_16x16_16x16_8x32x1_8x32x1_1x32x1x8_8_2x1_intrawave_v1,930.1,584.35,0.0082
gfx950,256,2048,2112,7168,ck,17,1,73.8185,a8w8_blockscale_bpreshuffle_1x128x128_256x64x64x256_16x16_16x16_16x16x1_16x16x1_1x32x1x8_8_2x1_intrawave_v1,840.01,521.14,0.0
gfx950,256,4096,2112,7168,ck,15,0,122.5407,a8w8_blockscale_bpreshuffle_1x128x128_256x64x64x128_16x16_16x16_8x32x1_8x32x1_1x32x1x8_8_2x1_intrawave_v1,1012.05,504.33,0.0085
gfx950,256,8192,2112,7168,ck,15,3,223.4002,a8w8_blockscale_bpreshuffle_1x128x128_256x64x64x128_16x16_16x16_8x32x1_8x32x1_1x32x1x8_8_2x1_intrawave_v1,1110.27,485.51,0.0091
gfx950,256,16384,2112,7168,ck,15,1,411.1387,a8w8_blockscale_bpreshuffle_1x128x128_256x64x64x128_16x16_16x16_8x32x1_8x32x1_1x32x1x8_8_2x1_intrawave_v1,1206.57,490.8,0.0095
gfx950,256,32768,2112,7168,ck,17,0,804.4843,a8w8_blockscale_bpreshuffle_1x128x128_256x64x64x256_16x16_16x16_16x16x1_16x16x1_1x32x1x8_8_2x1_intrawave_v1,1233.26,482.83,0.0
gfx950,256,16,2240,7168,ck,7,2,17.3187,a8w8_blockscale_bpreshuffle_1x128x128_256x16x64x256_16x16_16x16_16x16x1_16x16x1_1x16x1x16_4_1x1_intrawave_v1,29.67,937.87,0.0
gfx950,256,32,2240,7168,ck,7,1,17.2052,a8w8_blockscale_bpreshuffle_1x128x128_256x16x64x256_16x16_16x16_16x16x1_16x16x1_1x16x1x16_4_1x1_intrawave_v1,59.73,954.89,0.0
gfx950,256,48,2240,7168,ck,7,0,17.1856,a8w8_blockscale_bpreshuffle_1x128x128_256x16x64x256_16x16_16x16_16x16x1_16x16x1_1x16x1x16_4_1x1_intrawave_v1,89.69,966.82,0.0
gfx950,256,64,2240,7168,ck,7,2,17.1082,a8w8_blockscale_bpreshuffle_1x128x128_256x16x64x256_16x16_16x16_16x16x1_16x16x1_1x16x1x16_4_1x1_intrawave_v1,120.13,982.09,0.0
gfx950,256,80,2240,7168,ck,7,1,17.1957,a8w8_blockscale_bpreshuffle_1x128x128_256x16x64x256_16x16_16x16_16x16x1_16x16x1_1x16x1x16_4_1x1_intrawave_v1,149.4,987.93,0.0
gfx950,256,96,2240,7168,ck,7,0,17.0763,a8w8_blockscale_bpreshuffle_1x128x128_256x16x64x256_16x16_16x16_16x16x1_16x16x1_1x16x1x16_4_1x1_intrawave_v1,180.53,1005.75,0.0
gfx950,256,112,2240,7168,ck,7,2,17.0073,a8w8_blockscale_bpreshuffle_1x128x128_256x16x64x256_16x16_16x16_16x16x1_16x16x1_1x16x1x16_4_1x1_intrawave_v1,211.47,1020.79,0.0
gfx950,256,128,2240,7168,ck,12,3,18.3162,a8w8_blockscale_bpreshuffle_1x128x128_256x32x64x256_16x16_16x16_16x16x1_16x16x1_1x32x1x8_8_2x1_intrawave_v1,224.41,958.02,0.0
gfx950,256,144,2240,7168,ck,7,1,17.4925,a8w8_blockscale_bpreshuffle_1x128x128_256x16x64x256_16x16_16x16_16x16x1_16x16x1_1x16x1x16_4_1x1_intrawave_v1,264.35,1013.78,0.0
gfx950,256,160,2240,7168,ck,12,0,18.2215,a8w8_blockscale_bpreshuffle_1x128x128_256x32x64x256_16x16_16x16_16x16x1_16x16x1_1x32x1x8_8_2x1_intrawave_v1,281.98,983.45,0.0
gfx950,256,176,2240,7168,ck,7,0,19.5377,a8w8_blockscale_bpreshuffle_1x128x128_256x16x64x256_16x16_16x16_16x16x1_16x16x1_1x16x1x16_4_1x1_intrawave_v1,289.28,926.74,0.0
gfx950,256,192,2240,7168,ck,12,3,18.244,a8w8_blockscale_bpreshuffle_1x128x128_256x32x64x256_16x16_16x16_16x16x1_16x16x1_1x32x1x8_8_2x1_intrawave_v1,337.95,1002.67,0.0
gfx950,256,208,2240,7168,ck,7,1,19.7375,a8w8_blockscale_bpreshuffle_1x128x128_256x16x64x256_16x16_16x16_16x16x1_16x16x1_1x16x1x16_4_1x1_intrawave_v1,338.41,936.24,0.0
gfx950,256,224,2240,7168,ck,12,3,18.0754,a8w8_blockscale_bpreshuffle_1x128x128_256x32x64x256_16x16_16x16_16x16x1_16x16x1_1x32x1x8_8_2x1_intrawave_v1,397.96,1032.65,0.0
gfx950,256,240,2240,7168,ck,17,1,22.0355,a8w8_blockscale_bpreshuffle_1x128x128_256x64x64x256_16x16_16x16_16x16x1_16x16x1_1x32x1x8_8_2x1_intrawave_v1,349.76,855.52,0.0
gfx950,256,256,2240,7168,ck,17,1,21.1511,a8w8_blockscale_bpreshuffle_1x128x128_256x64x64x256_16x16_16x16_16x16x1_16x16x1_1x32x1x8_8_2x1_intrawave_v1,388.67,900.1,0.0
gfx950,256,288,2240,7168,ck,12,0,19.8488,a8w8_blockscale_bpreshuffle_1x128x128_256x32x64x256_16x16_16x16_16x16x1_16x16x1_1x32x1x8_8_2x1_intrawave_v1,465.94,977.94,0.0
gfx950,256,320,2240,7168,ck,17,2,21.2632,a8w8_blockscale_bpreshuffle_1x128x128_256x64x64x256_16x16_16x16_16x16x1_16x16x1_1x32x1x8_8_2x1_intrawave_v1,483.28,930.42,0.0
gfx950,256,352,2240,7168,ck,17,1,22.208,a8w8_blockscale_bpreshuffle_1x128x128_256x64x64x256_16x16_16x16_16x16x1_16x16x1_1x32x1x8_8_2x1_intrawave_v1,508.99,907.62,0.0
gfx950,256,384,2240,7168,ck,17,2,21.4024,a8w8_blockscale_bpreshuffle_1x128x128_256x64x64x256_16x16_16x16_16x16x1_16x16x1_1x32x1x8_8_2x1_intrawave_v1,576.16,959.2,0.0
gfx950,256,416,2240,7168,ck,17,1,22.4706,a8w8_blockscale_bpreshuffle_1x128x128_256x64x64x256_16x16_16x16_16x16x1_16x16x1_1x32x1x8_8_2x1_intrawave_v1,594.5,930.19,0.0
